track_id,artist,title,lengthSeconds
TRAWGRW128F4285171,Tiffany,Together Again,289
TRAWGTK128F4268774,Jean-Louis Murat,Le Temps qu'il Ferait,248
TRAWHGD128F9309DF3,The Holloways,Listen,252
TRAWHOC128F933C5A8,Anne Ducros,Faded Roses,292
TRAWHOF128E0788F95,Mis-Teeq,Roll On,253
TRAWHPI128F92D1553,W&W,Countach,156
TRAWHRH128F426BF30,The Clancy Brothers and Tommy Makem,The Parting Glass,288
TRAWHTB128F934B874,Forever In Terror,In The Face Of The Faceless,242
TRAWHVY12903CB098E,David Holmes,Holy Pictures,276
TRAWICE12903CEF144,System F,Needlejuice,188
TRAWIDG128F92EF1EA,Andreas Tilliander,She Don't Cry (feat. New Moscow),188
TRAWIJQ128F145C2C7,Francesco Guccini,Il Vecchio E Il Bambino (Anfiteatro Live),297
TRAWITH128F92FB132,Absolute,Dolphins Cry,250
TRAWJGA128F4269064,Tom Robinson Band,Power In The Darkness,227
TRAWJKM12903CCB49D,Armageddon Dildos,Conversion,202
TRAWJQR128F42A7404,The Weavers,Goodnight Irene,221
TRAWKBW12903CC48FE,The Stills,"Still In Love Song (Extended 12"" Remix)",237
TRAWKCN128F428EC1E,The Blow Monkeys,Choice?,288
TRAWKDK12903CFDA30,Maserati,Show me the Season,166
TRAWKFX128F9317510,Carlo Siliotto,Filodiperle,317
TRAWKPE128F42660AA,Mahalia Jackson,Elijah Rock,197
TRAWLAH128F42A9258,Lalo Schifrin,Chasing The Assassin,165
TRAWLBX128F4257811,Nubla,Nube negrita,260
TRAWLEX128F429DCA3,Prince Po,Hello,279
TRAWLFR12903CDD0DA,Carcass,Exhume To Consume,164
TRAWLKO128F92DCE96,Franco De Vita,Los hijos de la oscuridad,396
TRAWLLK128F932467C,Martyr AD,Statement Of Being Followed By Followers,266
TRAWLOB128F92CF27B,Madeleine Peyroux,Smile,226
TRAWLRV128F92D310E,Georgie Fame,Bidin' My Time,164
TRAWLST128F426F991,Ralph Stanley,Intro,255
TRAWLVG128F426836F,Wanda Jackson,Blue Moon Of Kentucky,242
TRAWMAR128F147A654,Livin' Joy,Don't Stop Movin',258
TRAWMBY128F428CB76,Pig Destroyer,Ghost of a Bullet,185
TRAWMLY128F92CFBBE,Boy George,Turn To Dust,216
TRAWMMY128F427D7E1,Alvin And The Chipmunks,Oh Gondaliero,170
TRAWMQC128F4288D56,George Duke,I C'n Hear That,293
TRAWMUK128F92F5C3F,The Nimmo Brothers,Flat Broke,261
TRAWMYO128F92FAFAB,Retching Red,Blue Kid Trapped in a Red State,212
TRAWNAF128F425CBC9,Sporto Kantès,Sick Song,275
TRAWNKE128F428A2EA,Home Grown,UBotherme,198
TRAWNRK128F92EA2C2,Slayer,Criminally Insane,265
TRAWOCQ128F9306906,Bennie Moten's Kansas City Orchestra,Terrific Stomp,194
TRAWOFR12903CC8876,The Ruins of Beverast,Kain's Countenance Fell,230
TRAWOIA12903C9ACB1,Niño Josele,Pañuelo de Lunares,222
TRAWOIH128F932D547,Al Hibbler,After The Lights Go Down Low,281
TRAWOII128F4237C12,Billy Cobham,Space Lady (LP Version),235
TRAWOJQ128F934B653,The-Dream / Kanye West,Walkin' on the Moon,197
TRAWOUY128F930A959,Sieges Even,Blue Wide Open,248
TRAWPVQ128F42676E9,Jane Olivor,Song For My Father,304
TRAWPXD128F422B642,Across the Border,Patriotic Pack,283
TRAWQEU128F4279159,Gambafreaks Feat. Nicole,Never Say Never,297
TRAWQFC128F42BC796,Third Day,Anything,282
TRAWQFU128F429882B,Turbo Fruits,Ramblin Rose,248
TRAWQIL128F424D8C4,Elmore James,Goodbye Baby,317
TRAWQJN128F4256CEE,Love/Hate,Walk On,229
TRAWQLZ12903CA2E47,Everton Blender,Bring the Kutchie,261
TRAWQNE128F92F3AE0,Karsh Kale,Milan,302
TRAWQYH128F93222C6,Arab on Radar,Piggin' In The Pumpkin Patch,309
TRAWRGZ128F930B12F,Seventeen Evergreen,Constellation,312
TRAWRIC128E078ED37,Limp Bizkit,Take A Look Around,276
TRAWRJP128F42A22B4,David Mead,No One Left To Blame,276
TRAWRMB12903CF28C7,Markus Guentner,Histrionics,189
TRAWRNO128F4253951,Automatic 7,Lucky One,223
TRAWSKO128F422E8E9,Johnny Tillotson,Empty Feeling,295
TRAWSSB128F92F81DB,Alesha Dixon,Breathe Slow,213
TRAWSVD128F92E96B9,Garden of Delight,Downwards To A Sea,232
TRAWSVP12903CC132D,55 Escape,Spoken,235
TRAWSYJ12903CB2E3B,Basic Vocab,Sit On Down,238
TRAWTDG128F93320BD,Echo & The Bunnymen,The Killing Moon,246
TRAWTHB128F1491C02,Sonic Youth,Queen Anne Chair,251
TRAWTHK12903CB0260,Alexander Robotnick,Electrika India,187
TRAWTRZ12903CDE478,Random,Hybrid,266
TRAWUGP128F42BA894,Dan Sartain,Place to Call My Home,273
TRAWUYW128F428E26B,This Mortal Coil,Inch Blue,268
TRAWVBR128F930A60B,Queen,Las Palabras De Amor (The Words Of Love) (2009 Digital Remaster),270
TRAWVVM12903CC9B77,Mortification,The Destroyer Beholds,254
TRAWWPG12903CA769A,Lemongrass,Voyager,335
TRAWWSL128F93112A9,Flatfoot 56,Standing for Nothing,235
TRAWWXI12903CEBCCF,Raw Power,Reptile House,175
TRAWXAV128F93298E8,Art Tatum,Last Goodbye Blues,136
TRAWXFZ128F146C080,Soulsister,All I've Got,318
TRAWXLI128F1463CDB,Robert Plant,Last Time I Saw Her,272
TRAWXLK128F42A44C9,Alex Baroni,Dimmi Che Ci Sei,287
TRAWXQQ128E07856F0,Emmylou Harris,Hickory Wind (Remastered LP Version),227
TRAWXRW128F92F2686,Morrissey,The First Of The Gang To Die,190
TRAWXSC12903D027C2,Warne Marsh,Easy Living,313
TRAWXXJ128F9346F83,Abandin All Hope,The novelty slut song,287
TRAWYLS128F9331A51,Red Flag 77,Paranoia,274
TRAWYQE128F147BB28,Jim Noir,Eanie Meany [Fatboy Slim Remix - radio edit],271
TRAWYVC12903CD9439,F.R. David,Sing In My Life,307
TRAWYXI128F429996C,I-20 featuring Juvenile,Point 'Em Out,332
TRAWZHV128F14ADC8B,Spoken,1992,260
TRAWZMV128F4266823,Stabbing Westward,Drugstore,356
TRAWZYK128F92F88DA,The Count Five,The Morning After,156
TRAXAAK128F92F9AEF,Headscan,Lolife (Remixed By Famine),269
TRAXACX128E0792481,Bryan Adams,The Best Of Me,309
TRAXACY128F424C6D1,Big John Patton,Soul Man,132
TRAXADZ128F92D323F,Forgive Durden,Genesis [Alternate Ending],236
